id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,is_through
72916,重庆市,男,有相关经验,全日制,硕士,工程学,8,100-500,非政府组织,从未,323,是
51505,新疆维吾尔自治区,,有相关经验,非全日制,本科,理学,11,100-500,早期创业公司,2,52,是
57582,江苏省,女,有相关经验,非全日制,硕士,文学,7,10-49,早期创业公司,4,174,否
24159,西藏自治区,,有相关经验,非全日制,硕士,历史学,8,10-49,公共部门,>4,232,否
16038,重庆市,女,无相关经验,非全日制,专科,其他,13,10-49,其他,2,9,否
30145,天津市,,无相关经验,非全日制,本科,文学,2,100-500,公共部门,1,27,否
415,山西省,,无相关经验,无,硕士,其他,7,10-49,公共部门,3,297,否
43118,山西省,男,有相关经验,非全日制,专科,文学,1,50-99,融资创业公司,4,321,否
86583,四川省,,无相关经验,全日制,硕士,哲学,16,100-500,私营公司,从未,10,否
23497,青海省,女,无相关经验,无,硕士,理学,2,50-99,融资创业公司,>4,305,否
45090,江西省,男,无相关经验,非全日制,专科,其他,20,100-500,其他,4,218,否
79427,澳门特别行政区,,无相关经验,非全日制,专科,其他,7,100-500,非政府组织,1,177,否
93819,江西省,男,有相关经验,无,本科,无主修,16,50-99,私营公司,1,214,否
52846,江苏省,男,有相关经验,无,高中,历史学,5,<10,其他,>4,332,否
82584,四川省,,无相关经验,非全日制,硕士,文学,17,10-49,非政府组织,2,22,否
8982,甘肃省,女,有相关经验,非全日制,硕士,教育学,2,100-500,私营公司,3,261,否
26441,河北省,,无相关经验,无,硕士,管理学,18,<10,融资创业公司,3,148,否
57801,浙江省,男,有相关经验,全日制,硕士,哲学,2,<10,早期创业公司,2,37,否
54264,河南省,女,有相关经验,无,高中,艺术学,18,100-500,非政府组织,从未,84,否
69999,青海省,,无相关经验,全日制,专科,医学,18,100-500,私营公司,2,186,否
89419,湖北省,男,无相关经验,全日制,高中,经济学,2,50-99,其他,3,173,否
66221,陕西省,,无相关经验,非全日制,高中,工程学,<1,100-500,公共部门,2,192,否
87809,安徽省,,有相关经验,全日制,专科,历史学,2,50-99,融资创业公司,1,20,否
55743,山西省,,无相关经验,无,硕士,管理学,11,50-99,非政府组织,3,34,否
31342,甘肃省,男,有相关经验,全日制,专科,无主修,6,100-500,公共部门,>4,125,否
30910,海南省,,无相关经验,无,专科,艺术学,<1,50-99,非政府组织,从未,165,否
12029,山东省,男,无相关经验,无,本科,无主修,6,<10,早期创业公司,1,79,否
37480,北京市,男,无相关经验,无,本科,无主修,18,<10,私营公司,2,32,否
12076,河北省,,无相关经验,非全日制,高中,哲学,>20,10-49,公共部门,1,222,否
48669,云南省,女,有相关经验,非全日制,高中,艺术学,13,100-500,早期创业公司,2,200,否
84484,香港特别行政区,,有相关经验,非全日制,高中,无主修,18,50-99,融资创业公司,从未,23,否
58456,西藏自治区,男,有相关经验,全日制,本科,管理学,20,100-500,非政府组织,从未,67,否
31497,贵州省,,无相关经验,非全日制,专科,无主修,20,<10,公共部门,1,77,否
45271,黑龙江省,,有相关经验,无,专科,教育学,12,100-500,公共部门,>4,85,否
41747,安徽省,女,无相关经验,非全日制,高中,历史学,17,10-49,早期创业公司,1,316,否
90652,广东省,,无相关经验,无,本科,经济学,16,100-500,公共部门,1,77,否
4173,香港特别行政区,男,无相关经验,全日制,专科,管理学,18,<10,融资创业公司,4,186,否
90316,浙江省,女,无相关经验,无,高中,历史学,18,<10,非政府组织,从未,254,否
19708,云南省,,有相关经验,无,高中,工程学,6,100-500,公共部门,>4,293,否
7902,甘肃省,男,无相关经验,非全日制,硕士,文学,19,10-49,融资创业公司,4,194,否
73455,四川省,男,有相关经验,无,本科,教育学,17,10-49,融资创业公司,>4,72,否
77394,安徽省,男,有相关经验,无,硕士,医学,4,50-99,其他,2,26,否
74552,山西省,男,有相关经验,全日制,专科,经济学,18,50-99,公共部门,从未,66,否
27300,安徽省,,无相关经验,全日制,高中,历史学,>20,50-99,非政府组织,2,211,否
94296,广东省,女,有相关经验,全日制,硕士,经济学,1,10-49,融资创业公司,1,204,否
29551,湖北省,,无相关经验,无,本科,理学,3,50-99,非政府组织,从未,90,否
28146,青海省,男,无相关经验,无,高中,文学,10,<10,非政府组织,>4,293,否
10368,福建省,男,无相关经验,非全日制,专科,无主修,6,100-500,融资创业公司,从未,283,否
56220,甘肃省,女,有相关经验,全日制,硕士,其他,2,<10,私营公司,从未,36,否
40948,湖北省,,有相关经验,全日制,高中,艺术学,16,50-99,其他,1,192,否
34134,福建省,男,无相关经验,全日制,硕士,经济学,7,10-49,非政府组织,1,164,否
94346,云南省,男,无相关经验,非全日制,硕士,经济学,4,10-49,私营公司,从未,299,否
51555,湖北省,,有相关经验,非全日制,硕士,其他,6,50-99,私营公司,1,35,否
36572,山西省,女,无相关经验,无,本科,哲学,6,10-49,早期创业公司,从未,302,否
10708,山西省,男,无相关经验,无,高中,艺术学,3,<10,融资创业公司,2,213,否
1127,新疆维吾尔自治区,男,有相关经验,无,专科,哲学,4,10-49,公共部门,从未,186,否
70454,天津市,,有相关经验,无,高中,医学,10,<10,早期创业公司,>4,233,否
71471,宁夏回族自治区,,有相关经验,非全日制,专科,文学,13,10-49,私营公司,1,266,否
34655,云南省,,无相关经验,无,高中,工程学,9,<10,早期创业公司,>4,145,否
23808,重庆市,男,有相关经验,非全日制,高中,文学,5,<10,非政府组织,2,45,否
17793,辽宁省,男,有相关经验,非全日制,硕士,文学,<1,50-99,融资创业公司,3,178,否
79868,海南省,,无相关经验,非全日制,高中,其他,2,50-99,融资创业公司,>4,53,否
40127,重庆市,男,有相关经验,无,专科,教育学,3,10-49,融资创业公司,>4,167,否
76716,云南省,女,无相关经验,无,专科,教育学,19,10-49,非政府组织,1,232,否
30574,甘肃省,,有相关经验,非全日制,硕士,管理学,11,50-99,非政府组织,1,285,否
5618,广西壮族自治区,男,有相关经验,全日制,硕士,教育学,14,50-99,私营公司,2,21,否
28828,甘肃省,男,有相关经验,无,硕士,哲学,1,<10,其他,3,318,否
83985,广西壮族自治区,男,无相关经验,全日制,硕士,艺术学,11,10-49,早期创业公司,1,197,否
64814,江西省,女,无相关经验,非全日制,硕士,历史学,6,10-49,其他,4,256,否
12172,河北省,男,有相关经验,非全日制,高中,理学,13,10-49,非政府组织,4,76,否
23008,山西省,男,有相关经验,非全日制,本科,教育学,17,50-99,融资创业公司,2,305,否
10320,四川省,女,无相关经验,非全日制,本科,其他,16,10-49,早期创业公司,>4,91,否
49846,福建省,男,无相关经验,非全日制,硕士,无主修,11,50-99,公共部门,2,257,否
78743,澳门特别行政区,男,有相关经验,无,专科,管理学,17,100-500,其他,3,43,否
53325,吉林省,男,有相关经验,非全日制,本科,理学,14,50-99,融资创业公司,1,49,是
88459,安徽省,女,无相关经验,全日制,专科,无主修,18,50-99,公共部门,2,77,否
64266,重庆市,男,无相关经验,非全日制,专科,教育学,15,<10,非政府组织,2,115,否
35778,西藏自治区,男,无相关经验,无,本科,其他,13,10-49,公共部门,1,129,否
70716,广东省,女,有相关经验,全日制,硕士,无主修,7,10-49,融资创业公司,3,216,否
47634,香港特别行政区,,有相关经验,无,硕士,其他,13,100-500,公共部门,2,319,否
76447,澳门特别行政区,,有相关经验,无,硕士,经济学,9,100-500,私营公司,4,253,否
66382,海南省,女,无相关经验,全日制,硕士,其他,6,<10,早期创业公司,4,80,否
78539,浙江省,女,无相关经验,无,高中,管理学,7,<10,其他,>4,253,否
4687,黑龙江省,女,无相关经验,全日制,专科,经济学,15,100-500,公共部门,2,71,否
25912,河北省,男,有相关经验,无,硕士,经济学,3,10-49,其他,3,299,否
5039,江西省,女,无相关经验,无,专科,无主修,18,<10,其他,4,55,否
39787,湖南省,女,无相关经验,全日制,本科,教育学,>20,50-99,融资创业公司,1,261,否
56063,甘肃省,,有相关经验,无,高中,理学,12,<10,私营公司,>4,130,否
55426,海南省,女,无相关经验,无,本科,哲学,1,100-500,公共部门,从未,49,否
3639,台湾省,男,有相关经验,全日制,专科,历史学,9,<10,非政府组织,1,141,否
2285,云南省,,有相关经验,无,硕士,医学,8,100-500,私营公司,从未,143,否
91845,海南省,男,无相关经验,非全日制,硕士,教育学,4,100-500,非政府组织,4,233,否
9044,浙江省,女,无相关经验,非全日制,高中,理学,13,<10,融资创业公司,3,295,否
35319,北京市,,无相关经验,全日制,硕士,教育学,20,<10,私营公司,>4,256,否
14147,江苏省,女,有相关经验,非全日制,专科,艺术学,10,50-99,非政府组织,>4,132,否
678,山西省,,有相关经验,全日制,本科,无主修,9,100-500,非政府组织,>4,2,否
69852,安徽省,男,无相关经验,非全日制,专科,哲学,9,50-99,融资创业公司,从未,105,否
31238,北京市,,无相关经验,无,高中,教育学,10,<10,非政府组织,从未,134,否
54986,湖北省,,有相关经验,全日制,本科,工程学,19,10-49,早期创业公司,4,300,是
15338,安徽省,,有相关经验,非全日制,本科,工程学,17,10-49,融资创业公司,1,129,是
1391,河南省,男,无相关经验,全日制,硕士,教育学,>20,10-49,早期创业公司,4,274,否
57305,广西壮族自治区,,无相关经验,全日制,硕士,哲学,<1,<10,早期创业公司,4,109,否
14065,澳门特别行政区,男,有相关经验,无,本科,无主修,12,50-99,公共部门,4,239,否
7640,云南省,女,无相关经验,非全日制,专科,理学,3,<10,非政府组织,从未,297,否
78617,海南省,男,无相关经验,非全日制,专科,哲学,<1,<10,公共部门,1,181,否
64102,重庆市,,有相关经验,全日制,本科,历史学,10,50-99,融资创业公司,>4,62,否
93382,云南省,女,有相关经验,全日制,硕士,艺术学,3,100-500,非政府组织,1,101,否
76750,山东省,男,无相关经验,非全日制,硕士,工程学,2,10-49,融资创业公司,从未,97,否
52315,上海市,,无相关经验,全日制,专科,艺术学,3,10-49,早期创业公司,2,15,否
25757,安徽省,,无相关经验,非全日制,专科,历史学,20,50-99,公共部门,1,144,否
27946,浙江省,男,无相关经验,无,本科,文学,7,10-49,公共部门,4,113,否
14488,青海省,女,无相关经验,非全日制,硕士,哲学,15,10-49,其他,2,109,否
94144,河南省,男,无相关经验,无,专科,经济学,11,50-99,私营公司,从未,198,否
12224,广东省,女,无相关经验,非全日制,高中,艺术学,12,50-99,公共部门,2,216,否
62627,贵州省,男,无相关经验,无,高中,管理学,<1,100-500,私营公司,4,294,否
64671,山东省,男,有相关经验,无,专科,管理学,15,<10,其他,3,57,否
33075,黑龙江省,男,无相关经验,无,硕士,经济学,12,50-99,早期创业公司,3,56,否
50809,广西壮族自治区,女,无相关经验,非全日制,高中,工程学,>20,<10,早期创业公司,2,335,否
89685,安徽省,男,有相关经验,非全日制,高中,教育学,6,50-99,早期创业公司,从未,320,否
15087,浙江省,女,有相关经验,无,专科,哲学,5,10-49,私营公司,从未,105,否
9540,浙江省,,有相关经验,非全日制,本科,经济学,3,10-49,公共部门,1,314,否
59726,湖北省,,无相关经验,非全日制,专科,哲学,8,10-49,其他,从未,54,否
83580,贵州省,,有相关经验,全日制,高中,教育学,20,100-500,融资创业公司,2,205,否
12924,广东省,男,无相关经验,非全日制,本科,文学,10,50-99,非政府组织,从未,84,否
55761,江西省,,有相关经验,无,硕士,其他,>20,10-49,私营公司,从未,49,否
42397,山西省,女,有相关经验,无,硕士,经济学,5,10-49,公共部门,>4,91,否
3680,江西省,女,有相关经验,非全日制,本科,其他,4,<10,早期创业公司,4,85,否
29750,北京市,男,有相关经验,无,高中,理学,8,10-49,非政府组织,4,148,否
4049,辽宁省,男,无相关经验,非全日制,高中,文学,1,<10,早期创业公司,4,168,否
38336,天津市,,有相关经验,全日制,高中,医学,19,10-49,其他,>4,142,否
98834,云南省,女,无相关经验,全日制,专科,无主修,16,10-49,非政府组织,>4,57,否
63650,江西省,女,无相关经验,无,高中,其他,8,10-49,公共部门,从未,234,否
7906,甘肃省,女,有相关经验,全日制,高中,其他,7,<10,融资创业公司,3,194,否
9345,青海省,女,有相关经验,非全日制,高中,无主修,14,10-49,早期创业公司,从未,300,否
12546,重庆市,男,无相关经验,非全日制,硕士,管理学,6,10-49,公共部门,1,172,否
46197,海南省,女,有相关经验,非全日制,专科,工程学,12,50-99,公共部门,从未,22,否
95916,江西省,,有相关经验,全日制,专科,工程学,5,100-500,公共部门,3,181,否
48058,宁夏回族自治区,,无相关经验,非全日制,本科,文学,20,100-500,其他,3,79,否
18982,新疆维吾尔自治区,,无相关经验,无,本科,无主修,19,100-500,其他,从未,275,否
90047,天津市,男,有相关经验,全日制,专科,医学,2,100-500,私营公司,4,329,否
84727,甘肃省,,无相关经验,无,高中,历史学,18,<10,其他,2,99,否
12024,山西省,男,有相关经验,全日制,硕士,哲学,<1,50-99,融资创业公司,4,297,否
29415,福建省,女,有相关经验,非全日制,本科,医学,8,50-99,其他,从未,154,否
40882,黑龙江省,,无相关经验,全日制,硕士,文学,8,<10,其他,2,252,否
76149,吉林省,女,有相关经验,全日制,专科,经济学,20,50-99,早期创业公司,3,24,否
85079,澳门特别行政区,男,无相关经验,全日制,高中,文学,14,10-49,公共部门,2,312,否
10626,四川省,女,无相关经验,非全日制,硕士,艺术学,8,10-49,早期创业公司,>4,17,否
3171,吉林省,女,无相关经验,全日制,硕士,哲学,14,50-99,公共部门,2,281,否
40332,湖南省,,有相关经验,非全日制,硕士,其他,14,50-99,公共部门,1,257,否
23774,广东省,,有相关经验,全日制,专科,管理学,3,10-49,非政府组织,2,53,否
59745,吉林省,男,有相关经验,全日制,专科,理学,17,100-500,早期创业公司,4,212,否
1143,辽宁省,,无相关经验,无,硕士,理学,>20,<10,早期创业公司,3,7,否
42631,台湾省,女,无相关经验,全日制,高中,管理学,20,<10,其他,2,70,否
67741,贵州省,,无相关经验,非全日制,本科,医学,2,100-500,非政府组织,>4,273,否
10950,河北省,男,无相关经验,非全日制,硕士,工程学,15,50-99,公共部门,1,125,否
88864,云南省,男,无相关经验,全日制,高中,教育学,1,100-500,其他,3,140,否
87226,河北省,女,有相关经验,全日制,硕士,文学,10,100-500,其他,1,226,否
91956,河南省,女,有相关经验,非全日制,高中,经济学,5,<10,其他,3,178,否
22314,河南省,男,无相关经验,非全日制,硕士,历史学,18,<10,公共部门,2,331,否
54785,西藏自治区,,无相关经验,全日制,高中,文学,8,100-500,公共部门,1,20,否
53997,海南省,,无相关经验,非全日制,专科,教育学,9,<10,公共部门,从未,331,否
81269,吉林省,男,有相关经验,非全日制,本科,管理学,6,50-99,早期创业公司,从未,155,否
64117,北京市,女,有相关经验,非全日制,本科,教育学,18,100-500,融资创业公司,2,136,否
97344,湖北省,女,无相关经验,非全日制,高中,教育学,9,10-49,公共部门,2,326,否
7929,青海省,男,有相关经验,无,高中,管理学,7,<10,公共部门,>4,163,否
46387,山西省,男,无相关经验,全日制,硕士,其他,16,10-49,其他,>4,171,否
61189,浙江省,女,有相关经验,无,本科,理学,9,<10,融资创业公司,3,36,是
12820,四川省,女,有相关经验,无,本科,工程学,7,100-500,非政府组织,从未,261,是
85980,西藏自治区,,无相关经验,全日制,硕士,历史学,7,10-49,其他,4,89,否
18983,天津市,女,无相关经验,全日制,硕士,理学,2,100-500,非政府组织,4,308,否
54286,内蒙古自治区,男,无相关经验,无,硕士,其他,7,50-99,私营公司,>4,224,否
45136,湖南省,,无相关经验,非全日制,硕士,历史学,3,10-49,融资创业公司,1,195,否
18469,云南省,男,有相关经验,全日制,本科,历史学,9,50-99,其他,2,117,否
58936,湖北省,,无相关经验,全日制,专科,文学,17,50-99,非政府组织,1,167,否
3438,内蒙古自治区,女,有相关经验,全日制,专科,历史学,12,<10,私营公司,2,196,否
51123,湖北省,男,无相关经验,非全日制,高中,医学,2,10-49,非政府组织,2,192,否
56930,上海市,男,有相关经验,全日制,专科,艺术学,9,50-99,早期创业公司,3,320,否
31466,海南省,男,无相关经验,全日制,专科,教育学,8,10-49,融资创业公司,从未,278,否
92084,澳门特别行政区,男,无相关经验,非全日制,本科,经济学,14,50-99,融资创业公司,2,262,否
76268,北京市,女,无相关经验,无,本科,工程学,17,100-500,公共部门,3,308,否
13910,重庆市,男,无相关经验,无,本科,文学,8,50-99,融资创业公司,4,11,否
89187,福建省,女,无相关经验,无,专科,经济学,6,10-49,公共部门,从未,199,否
32385,云南省,,无相关经验,无,高中,其他,19,100-500,公共部门,>4,23,否
50638,福建省,,无相关经验,全日制,本科,理学,16,10-49,早期创业公司,>4,189,否
56261,吉林省,女,无相关经验,非全日制,高中,其他,13,100-500,融资创业公司,4,147,否
91052,重庆市,,无相关经验,非全日制,硕士,哲学,15,50-99,公共部门,3,105,否
45334,吉林省,,无相关经验,全日制,专科,理学,1,<10,融资创业公司,2,25,否
39514,安徽省,女,有相关经验,无,本科,哲学,20,<10,融资创业公司,1,324,否
85196,陕西省,,无相关经验,非全日制,硕士,教育学,19,<10,融资创业公司,4,14,否
12955,广东省,男,无相关经验,全日制,高中,历史学,15,50-99,公共部门,从未,281,否
52793,吉林省,,无相关经验,非全日制,本科,其他,5,10-49,早期创业公司,从未,143,否
73126,陕西省,女,有相关经验,非全日制,硕士,经济学,9,100-500,私营公司,从未,37,否
65838,海南省,男,有相关经验,无,专科,艺术学,15,<10,非政府组织,>4,97,否
31182,山西省,女,有相关经验,全日制,本科,工程学,20,50-99,早期创业公司,4,336,是
60511,江西省,男,有相关经验,无,硕士,经济学,<1,10-49,非政府组织,3,260,否
38458,四川省,男,无相关经验,全日制,硕士,文学,3,<10,非政府组织,4,317,否
28623,内蒙古自治区,女,无相关经验,非全日制,本科,历史学,12,10-49,非政府组织,4,73,否
89219,吉林省,男,无相关经验,非全日制,高中,文学,13,50-99,融资创业公司,3,113,否
26991,台湾省,女,有相关经验,无,专科,文学,2,100-500,非政府组织,从未,14,否
5976,吉林省,女,无相关经验,无,高中,工程学,10,<10,早期创业公司,4,206,否
64453,黑龙江省,,无相关经验,非全日制,本科,医学,19,50-99,早期创业公司,>4,173,否
19322,山东省,,有相关经验,非全日制,本科,历史学,20,100-500,私营公司,4,323,否
55142,河北省,女,无相关经验,非全日制,专科,文学,>20,<10,私营公司,>4,286,否
91750,海南省,男,无相关经验,全日制,硕士,医学,5,<10,非政府组织,从未,101,否
60849,广西壮族自治区,女,有相关经验,非全日制,高中,理学,8,10-49,早期创业公司,>4,46,否
88065,甘肃省,女,有相关经验,非全日制,硕士,其他,2,10-49,非政府组织,2,4,否
91919,辽宁省,,无相关经验,无,高中,医学,11,<10,早期创业公司,1,333,否
