id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,is_through
47943,浙江省,男,有相关经验,非全日制,本科,理学,9,100-500,非政府组织,1,26,是
19700,浙江省,,有相关经验,全日制,专科,艺术学,3,50-99,非政府组织,2,74,否
63871,湖北省,男,有相关经验,无,本科,理学,8,50-99,其他,2,47,是
66685,青海省,男,有相关经验,全日制,专科,医学,13,50-99,融资创业公司,2,208,否
56872,福建省,女,有相关经验,非全日制,专科,无主修,13,<10,公共部门,1,87,否
56059,海南省,男,有相关经验,非全日制,本科,文学,7,50-99,融资创业公司,3,37,否
31126,吉林省,女,有相关经验,全日制,专科,工程学,1,100-500,公共部门,4,209,否
19485,湖北省,,有相关经验,全日制,本科,经济学,8,100-500,非政府组织,2,69,否
49258,陕西省,女,有相关经验,全日制,专科,文学,13,50-99,其他,1,130,否
35039,上海市,,有相关经验,全日制,高中,艺术学,8,<10,早期创业公司,从未,78,否
53722,安徽省,男,有相关经验,全日制,高中,无主修,11,50-99,公共部门,3,128,否
15325,福建省,,有相关经验,全日制,专科,管理学,10,50-99,非政府组织,从未,110,否
41106,四川省,女,有相关经验,全日制,专科,经济学,18,10-49,非政府组织,2,1,否
44124,澳门特别行政区,男,有相关经验,非全日制,本科,工程学,11,50-99,私营公司,1,79,是
539,台湾省,女,有相关经验,非全日制,专科,教育学,14,<10,私营公司,3,38,否
82919,西藏自治区,,有相关经验,非全日制,高中,医学,5,100-500,其他,从未,45,否
6850,澳门特别行政区,,有相关经验,非全日制,硕士,经济学,13,<10,融资创业公司,2,10,否
48178,内蒙古自治区,女,有相关经验,无,专科,文学,11,10-49,公共部门,3,74,否
21584,宁夏回族自治区,男,有相关经验,全日制,本科,理学,12,100-500,公共部门,从未,78,是
55926,广东省,男,有相关经验,非全日制,本科,艺术学,6,<10,其他,1,10,否
14335,山西省,,有相关经验,全日制,专科,教育学,9,<10,私营公司,3,10,否
38823,台湾省,男,有相关经验,全日制,高中,哲学,12,100-500,其他,2,108,否
60297,香港特别行政区,女,有相关经验,无,专科,经济学,15,50-99,私营公司,1,159,否
86238,贵州省,女,有相关经验,无,本科,管理学,1,100-500,非政府组织,1,60,否
40783,福建省,,有相关经验,全日制,专科,教育学,18,50-99,非政府组织,3,42,否
21013,上海市,女,有相关经验,全日制,本科,经济学,17,100-500,私营公司,1,43,否
6523,云南省,男,有相关经验,全日制,硕士,哲学,9,100-500,融资创业公司,2,43,否
2859,北京市,,有相关经验,非全日制,高中,哲学,11,50-99,公共部门,1,131,否
46477,吉林省,,有相关经验,非全日制,本科,无主修,1,50-99,私营公司,4,131,否
10190,澳门特别行政区,女,有相关经验,无,硕士,文学,10,10-49,早期创业公司,3,113,否
25555,贵州省,女,有相关经验,全日制,高中,理学,16,10-49,早期创业公司,从未,84,否
65275,内蒙古自治区,,有相关经验,全日制,本科,管理学,12,10-49,私营公司,2,85,否
19342,湖南省,男,有相关经验,全日制,专科,历史学,9,10-49,非政府组织,1,66,否
74436,重庆市,女,有相关经验,非全日制,专科,无主修,13,100-500,融资创业公司,2,148,否
75602,贵州省,女,无相关经验,非全日制,硕士,文学,13,100-500,私营公司,2,40,否
98351,河北省,男,有相关经验,无,专科,教育学,16,100-500,非政府组织,1,24,否
58759,江苏省,,有相关经验,全日制,专科,教育学,2,100-500,其他,从未,8,否
28529,辽宁省,女,无相关经验,全日制,专科,管理学,8,<10,融资创业公司,2,112,否
15489,新疆维吾尔自治区,,有相关经验,全日制,本科,理学,10,<10,公共部门,1,14,是
66999,内蒙古自治区,男,有相关经验,全日制,专科,艺术学,11,50-99,早期创业公司,1,147,否
69748,天津市,,有相关经验,全日制,专科,艺术学,10,50-99,公共部门,2,36,否
72548,福建省,,有相关经验,非全日制,本科,医学,17,10-49,其他,2,205,否
30278,上海市,女,有相关经验,非全日制,专科,工程学,4,10-49,其他,1,1,否
35464,江苏省,,有相关经验,全日制,硕士,哲学,11,<10,非政府组织,2,82,否
9554,河南省,,有相关经验,全日制,专科,文学,18,10-49,私营公司,1,59,否
96929,广西壮族自治区,女,有相关经验,全日制,专科,其他,9,10-49,早期创业公司,3,112,否
41794,广西壮族自治区,,无相关经验,全日制,专科,理学,4,50-99,公共部门,从未,112,否
90207,福建省,女,有相关经验,全日制,本科,历史学,9,<10,公共部门,1,58,否
6955,甘肃省,,有相关经验,非全日制,专科,理学,1,10-49,其他,2,111,否
89000,澳门特别行政区,,有相关经验,全日制,专科,医学,11,10-49,非政府组织,从未,43,否
83477,重庆市,男,有相关经验,全日制,硕士,理学,6,10-49,私营公司,从未,195,是
959,福建省,女,有相关经验,全日制,本科,经济学,18,10-49,其他,2,130,否
77405,陕西省,,有相关经验,全日制,高中,文学,6,50-99,早期创业公司,1,60,否
18613,福建省,男,有相关经验,全日制,本科,教育学,18,100-500,非政府组织,从未,61,否
88250,香港特别行政区,,有相关经验,全日制,硕士,教育学,13,100-500,融资创业公司,2,6,否
71073,山西省,,有相关经验,无,专科,教育学,9,<10,早期创业公司,从未,85,否
2714,台湾省,,有相关经验,全日制,专科,医学,16,50-99,公共部门,从未,77,否
68962,安徽省,男,无相关经验,全日制,本科,教育学,14,100-500,其他,2,144,否
72179,吉林省,男,有相关经验,全日制,硕士,文学,9,<10,早期创业公司,1,23,否
38759,福建省,,有相关经验,全日制,专科,艺术学,7,50-99,早期创业公司,3,49,否
80212,贵州省,,有相关经验,非全日制,本科,医学,8,<10,非政府组织,2,129,否
41383,河南省,,有相关经验,无,专科,历史学,9,10-49,其他,从未,92,否
31808,北京市,男,有相关经验,全日制,硕士,文学,11,100-500,私营公司,1,183,否
57783,山西省,,有相关经验,全日制,专科,经济学,14,50-99,非政府组织,3,60,否
97886,湖南省,女,有相关经验,非全日制,专科,其他,10,<10,非政府组织,2,61,否
85338,上海市,女,有相关经验,非全日制,本科,医学,14,10-49,其他,4,147,否
12117,浙江省,,有相关经验,非全日制,硕士,理学,8,10-49,早期创业公司,3,49,是
64237,贵州省,男,有相关经验,全日制,硕士,经济学,10,10-49,早期创业公司,1,77,否
6477,天津市,,有相关经验,全日制,本科,医学,16,10-49,融资创业公司,4,162,否
59333,陕西省,女,有相关经验,全日制,硕士,管理学,13,<10,公共部门,2,156,否
77744,河北省,,有相关经验,全日制,高中,理学,6,10-49,非政府组织,2,113,否
52448,山东省,女,无相关经验,全日制,本科,艺术学,11,100-500,其他,3,123,否
54714,陕西省,,无相关经验,非全日制,硕士,管理学,5,50-99,其他,3,26,否
92683,香港特别行政区,,有相关经验,全日制,高中,管理学,9,<10,非政府组织,2,41,否
49584,重庆市,女,有相关经验,非全日制,专科,历史学,10,<10,非政府组织,2,117,否
11531,新疆维吾尔自治区,男,有相关经验,无,本科,教育学,14,10-49,其他,2,103,否
61278,海南省,女,有相关经验,全日制,专科,医学,19,50-99,公共部门,1,141,否
53214,湖南省,,有相关经验,全日制,本科,历史学,11,<10,早期创业公司,3,66,否
79442,广东省,女,有相关经验,全日制,硕士,理学,1,10-49,非政府组织,1,118,是
62087,重庆市,,有相关经验,全日制,专科,艺术学,8,10-49,私营公司,2,138,否
28587,辽宁省,男,有相关经验,全日制,专科,管理学,10,10-49,公共部门,2,1,否
70669,北京市,,有相关经验,非全日制,专科,经济学,16,<10,非政府组织,2,1,否
97314,内蒙古自治区,男,有相关经验,全日制,本科,教育学,11,10-49,融资创业公司,2,90,否
65831,陕西省,,有相关经验,非全日制,专科,经济学,14,<10,早期创业公司,1,97,否
93444,海南省,男,有相关经验,全日制,专科,文学,14,10-49,早期创业公司,2,109,否
12094,河南省,男,有相关经验,非全日制,高中,历史学,8,10-49,其他,1,150,否
6421,陕西省,男,有相关经验,全日制,专科,教育学,7,50-99,私营公司,3,125,否
87767,广东省,,有相关经验,全日制,专科,理学,10,50-99,私营公司,2,108,否
16774,陕西省,,有相关经验,无,高中,历史学,15,100-500,私营公司,从未,50,否
61431,青海省,男,有相关经验,全日制,本科,管理学,2,10-49,融资创业公司,1,30,否
39763,天津市,女,有相关经验,非全日制,本科,医学,12,50-99,私营公司,1,73,否
76320,陕西省,男,有相关经验,全日制,硕士,工程学,4,50-99,融资创业公司,3,76,是
11046,吉林省,女,有相关经验,全日制,硕士,教育学,8,<10,非政府组织,从未,104,否
29027,内蒙古自治区,女,有相关经验,全日制,本科,理学,14,50-99,其他,2,9,是
16723,浙江省,男,有相关经验,全日制,本科,哲学,19,10-49,早期创业公司,2,65,否
9246,天津市,男,有相关经验,全日制,专科,理学,5,50-99,非政府组织,1,20,否
25768,浙江省,,无相关经验,非全日制,高中,教育学,16,50-99,公共部门,2,109,否
7334,山东省,女,有相关经验,全日制,专科,管理学,10,50-99,其他,从未,147,否
4590,河南省,男,有相关经验,无,本科,工程学,13,100-500,其他,1,84,是
39525,北京市,男,有相关经验,全日制,高中,理学,11,50-99,私营公司,从未,94,否
13265,天津市,男,有相关经验,非全日制,本科,经济学,5,100-500,非政府组织,2,42,否
37984,天津市,男,有相关经验,非全日制,本科,文学,12,10-49,私营公司,从未,167,否
6970,辽宁省,女,有相关经验,非全日制,本科,工程学,4,50-99,非政府组织,2,194,是
70479,西藏自治区,女,无相关经验,全日制,本科,理学,11,50-99,公共部门,2,126,否
88911,广东省,女,有相关经验,全日制,本科,艺术学,9,50-99,其他,2,93,否
86073,青海省,女,有相关经验,非全日制,专科,医学,10,<10,公共部门,2,81,否
1774,澳门特别行政区,男,无相关经验,非全日制,本科,医学,5,<10,其他,从未,112,否
27896,香港特别行政区,男,有相关经验,无,本科,艺术学,9,50-99,公共部门,2,59,否
73050,广西壮族自治区,男,无相关经验,无,专科,历史学,3,10-49,融资创业公司,2,70,否
35701,澳门特别行政区,女,无相关经验,全日制,专科,教育学,6,100-500,私营公司,从未,90,否
25359,山西省,女,无相关经验,全日制,本科,艺术学,6,50-99,公共部门,1,94,否
14101,香港特别行政区,女,有相关经验,非全日制,本科,教育学,11,<10,早期创业公司,3,128,否
80941,宁夏回族自治区,,有相关经验,全日制,专科,文学,12,100-500,融资创业公司,从未,132,否
52375,澳门特别行政区,女,有相关经验,全日制,高中,管理学,10,50-99,私营公司,从未,122,否
73470,澳门特别行政区,女,有相关经验,非全日制,硕士,管理学,10,100-500,公共部门,1,151,否
64414,浙江省,男,有相关经验,全日制,本科,理学,12,10-49,非政府组织,2,146,是
57433,青海省,,有相关经验,全日制,硕士,经济学,4,<10,早期创业公司,从未,32,否
77482,北京市,女,有相关经验,非全日制,专科,工程学,14,10-49,其他,3,72,否
94668,辽宁省,男,有相关经验,无,专科,管理学,11,10-49,公共部门,2,81,否
6888,吉林省,,无相关经验,无,专科,工程学,10,<10,私营公司,2,104,否
57740,云南省,女,有相关经验,全日制,本科,经济学,<1,100-500,早期创业公司,2,49,否
72973,内蒙古自治区,女,有相关经验,全日制,硕士,文学,16,<10,早期创业公司,从未,69,否
9459,澳门特别行政区,女,有相关经验,全日制,专科,理学,13,10-49,融资创业公司,2,60,否
51542,新疆维吾尔自治区,,有相关经验,全日制,专科,经济学,11,10-49,融资创业公司,1,176,否
25203,青海省,男,无相关经验,非全日制,硕士,管理学,15,10-49,公共部门,2,152,否
29059,河南省,男,无相关经验,非全日制,高中,管理学,14,100-500,私营公司,2,177,否
17522,江西省,,有相关经验,全日制,高中,医学,14,<10,其他,1,169,否
74738,福建省,女,有相关经验,非全日制,硕士,医学,8,10-49,其他,2,90,否
85869,上海市,男,有相关经验,全日制,本科,无主修,7,<10,非政府组织,3,38,否
53206,北京市,,无相关经验,全日制,高中,工程学,11,10-49,其他,1,166,否
42053,北京市,男,无相关经验,无,本科,文学,13,50-99,融资创业公司,1,174,否
43810,四川省,,无相关经验,全日制,高中,管理学,6,10-49,非政府组织,从未,58,否
38041,贵州省,女,有相关经验,无,专科,医学,10,10-49,融资创业公司,2,160,否
96917,陕西省,,有相关经验,全日制,专科,理学,1,10-49,非政府组织,1,136,否
14647,湖南省,男,无相关经验,全日制,硕士,文学,1,100-500,私营公司,从未,67,否
6711,黑龙江省,男,无相关经验,全日制,本科,管理学,6,50-99,非政府组织,3,94,否
67390,台湾省,,有相关经验,无,本科,哲学,13,100-500,公共部门,2,83,否
92319,青海省,女,有相关经验,全日制,本科,教育学,17,10-49,私营公司,从未,73,否
75663,新疆维吾尔自治区,,有相关经验,无,硕士,医学,16,<10,其他,1,116,否
36077,北京市,女,有相关经验,全日制,本科,教育学,8,50-99,非政府组织,2,64,否
40506,内蒙古自治区,,有相关经验,全日制,高中,教育学,3,10-49,其他,1,61,否
73506,香港特别行政区,,有相关经验,全日制,高中,工程学,7,<10,早期创业公司,从未,108,否
9887,贵州省,男,有相关经验,全日制,专科,教育学,7,10-49,早期创业公司,2,73,否
24160,河南省,女,有相关经验,全日制,硕士,文学,5,10-49,公共部门,1,66,否
21950,上海市,女,有相关经验,全日制,专科,教育学,10,100-500,私营公司,从未,211,否
43711,河南省,女,有相关经验,全日制,专科,医学,12,50-99,公共部门,2,129,否
21646,广东省,,无相关经验,全日制,高中,经济学,17,100-500,非政府组织,3,176,否
37805,甘肃省,,有相关经验,全日制,本科,历史学,11,100-500,私营公司,2,113,否
16689,辽宁省,,无相关经验,非全日制,本科,教育学,12,50-99,私营公司,1,82,否
15473,上海市,男,有相关经验,全日制,本科,工程学,13,10-49,早期创业公司,2,143,是
65486,黑龙江省,女,有相关经验,非全日制,本科,工程学,13,<10,早期创业公司,1,100,是
87386,香港特别行政区,,无相关经验,全日制,高中,文学,11,50-99,公共部门,2,111,否
20628,安徽省,,有相关经验,全日制,硕士,管理学,8,50-99,早期创业公司,2,108,否
26840,天津市,男,有相关经验,全日制,本科,哲学,8,10-49,早期创业公司,2,116,否
16450,海南省,男,有相关经验,非全日制,本科,理学,15,10-49,公共部门,2,72,是
10831,陕西省,女,无相关经验,非全日制,本科,文学,15,<10,公共部门,2,59,否
73433,重庆市,女,有相关经验,非全日制,专科,医学,20,10-49,公共部门,1,48,否
92805,陕西省,女,无相关经验,无,专科,历史学,10,10-49,其他,3,194,否
84856,西藏自治区,男,有相关经验,非全日制,专科,教育学,8,<10,早期创业公司,1,146,否
92101,甘肃省,女,无相关经验,无,专科,理学,1,10-49,私营公司,从未,124,否
8303,陕西省,,有相关经验,全日制,硕士,文学,14,<10,私营公司,1,64,否
76804,广西壮族自治区,男,有相关经验,非全日制,高中,教育学,17,<10,非政府组织,2,129,否
5788,西藏自治区,,有相关经验,非全日制,硕士,教育学,5,50-99,私营公司,2,183,否
50222,河南省,,有相关经验,无,本科,文学,17,50-99,公共部门,3,117,否
18944,湖北省,女,无相关经验,非全日制,高中,医学,17,10-49,公共部门,1,96,否
67683,安徽省,男,有相关经验,非全日制,高中,艺术学,4,<10,融资创业公司,2,194,否
62481,海南省,男,有相关经验,非全日制,硕士,理学,14,100-500,融资创业公司,2,53,是
56907,广东省,女,有相关经验,非全日制,本科,艺术学,8,10-49,私营公司,1,98,否
54592,内蒙古自治区,,无相关经验,非全日制,高中,经济学,13,10-49,其他,2,53,否
56941,西藏自治区,女,无相关经验,全日制,本科,理学,16,50-99,其他,1,96,否
78592,香港特别行政区,,无相关经验,无,本科,教育学,7,<10,公共部门,2,153,否
79441,黑龙江省,,有相关经验,全日制,本科,理学,7,50-99,融资创业公司,从未,168,是
20152,新疆维吾尔自治区,,有相关经验,非全日制,本科,历史学,7,50-99,融资创业公司,2,139,否
67308,黑龙江省,女,有相关经验,无,高中,艺术学,9,50-99,公共部门,1,130,否
68100,江西省,女,有相关经验,全日制,硕士,艺术学,1,10-49,融资创业公司,2,197,否
41631,宁夏回族自治区,,无相关经验,全日制,硕士,历史学,11,<10,融资创业公司,1,30,否
46454,上海市,,有相关经验,全日制,本科,管理学,9,100-500,融资创业公司,2,86,否
14687,甘肃省,女,有相关经验,全日制,专科,医学,2,50-99,融资创业公司,3,68,否
61576,河北省,,有相关经验,无,高中,管理学,16,<10,其他,3,67,否
8617,香港特别行政区,男,有相关经验,全日制,高中,艺术学,13,<10,融资创业公司,2,56,否
47513,河北省,男,有相关经验,非全日制,高中,理学,8,10-49,非政府组织,3,181,否
4147,香港特别行政区,女,有相关经验,无,本科,经济学,10,<10,融资创业公司,2,102,否
54334,吉林省,,有相关经验,无,硕士,教育学,12,50-99,非政府组织,2,143,否
74261,江苏省,男,有相关经验,非全日制,本科,历史学,12,100-500,公共部门,2,98,否
94887,安徽省,,无相关经验,非全日制,本科,教育学,6,50-99,公共部门,2,92,否
59518,湖北省,,有相关经验,无,专科,理学,10,50-99,公共部门,2,156,否
66899,天津市,,有相关经验,非全日制,本科,教育学,7,<10,融资创业公司,1,104,否
60711,新疆维吾尔自治区,女,无相关经验,全日制,本科,艺术学,8,10-49,其他,2,35,否
24709,宁夏回族自治区,男,无相关经验,无,硕士,文学,3,10-49,非政府组织,从未,94,否
35065,青海省,女,有相关经验,全日制,本科,经济学,9,10-49,公共部门,1,42,否
36469,云南省,女,有相关经验,全日制,专科,管理学,6,50-99,其他,从未,44,否
11127,浙江省,男,有相关经验,非全日制,专科,理学,8,50-99,融资创业公司,3,53,否
67839,北京市,,无相关经验,非全日制,本科,医学,13,100-500,其他,2,76,否
80228,天津市,,有相关经验,全日制,本科,教育学,15,50-99,早期创业公司,2,2,否
12215,河南省,女,有相关经验,全日制,高中,无主修,14,100-500,融资创业公司,3,98,否
3651,广西壮族自治区,女,有相关经验,全日制,本科,理学,12,50-99,非政府组织,1,75,是
82338,河北省,,有相关经验,非全日制,本科,教育学,14,10-49,融资创业公司,1,80,否
31609,吉林省,男,有相关经验,非全日制,本科,经济学,<1,10-49,其他,1,81,否
95118,山东省,,有相关经验,全日制,本科,管理学,9,10-49,私营公司,1,92,否
51224,四川省,男,有相关经验,全日制,专科,教育学,7,10-49,早期创业公司,2,74,否
32767,黑龙江省,男,有相关经验,无,硕士,教育学,9,50-99,私营公司,1,49,否
24705,贵州省,女,有相关经验,全日制,本科,理学,15,50-99,其他,2,61,是
12132,江西省,,有相关经验,非全日制,本科,教育学,16,10-49,非政府组织,3,43,否
53130,黑龙江省,男,有相关经验,无,高中,教育学,10,50-99,公共部门,3,110,否
13673,甘肃省,男,有相关经验,无,本科,理学,4,10-49,早期创业公司,1,61,是
15265,广东省,,有相关经验,全日制,专科,医学,7,10-49,非政府组织,2,110,否
66089,西藏自治区,,无相关经验,全日制,专科,理学,2,100-500,私营公司,2,175,否
46723,黑龙江省,,有相关经验,非全日制,本科,历史学,12,100-500,公共部门,2,73,否
43527,山东省,女,有相关经验,全日制,专科,管理学,3,50-99,融资创业公司,2,152,否
3544,江苏省,女,有相关经验,全日制,高中,艺术学,12,50-99,公共部门,1,54,否
31535,安徽省,,无相关经验,非全日制,本科,医学,14,10-49,公共部门,1,109,否
6418,青海省,女,有相关经验,无,本科,工程学,7,50-99,其他,2,83,是
29237,湖南省,女,有相关经验,非全日制,专科,工程学,4,10-49,公共部门,3,167,否
56831,吉林省,男,有相关经验,全日制,本科,教育学,12,50-99,融资创业公司,2,89,否
38363,浙江省,男,有相关经验,非全日制,硕士,理学,7,10-49,私营公司,从未,95,是
30395,宁夏回族自治区,,有相关经验,非全日制,专科,教育学,1,100-500,非政府组织,1,74,否
91433,广西壮族自治区,女,有相关经验,非全日制,本科,历史学,10,50-99,融资创业公司,2,47,否
11464,青海省,女,有相关经验,无,硕士,理学,14,50-99,早期创业公司,3,88,是
19581,广东省,女,有相关经验,非全日制,高中,理学,12,50-99,其他,1,96,否
64976,上海市,,有相关经验,无,专科,文学,8,50-99,融资创业公司,从未,140,否
63979,海南省,,有相关经验,无,本科,理学,>20,<10,融资创业公司,1,117,是
14973,辽宁省,男,有相关经验,无,硕士,工程学,6,100-500,私营公司,2,170,是
88786,江苏省,,有相关经验,非全日制,本科,艺术学,7,<10,早期创业公司,1,157,否
76460,四川省,男,有相关经验,全日制,本科,管理学,13,50-99,融资创业公司,2,83,否
90117,新疆维吾尔自治区,,无相关经验,全日制,本科,无主修,13,10-49,公共部门,3,80,否
23710,江苏省,女,有相关经验,全日制,本科,医学,4,50-99,私营公司,2,67,否
47106,台湾省,女,有相关经验,非全日制,本科,工程学,7,<10,其他,从未,23,是
98210,福建省,,有相关经验,全日制,本科,管理学,6,10-49,其他,从未,107,否
9918,河南省,,有相关经验,非全日制,硕士,教育学,15,10-49,早期创业公司,2,60,否
65041,天津市,男,有相关经验,全日制,本科,艺术学,10,100-500,私营公司,1,37,否
3854,西藏自治区,男,有相关经验,非全日制,本科,工程学,12,10-49,早期创业公司,3,63,是
9046,陕西省,,有相关经验,非全日制,专科,无主修,8,50-99,非政府组织,从未,115,否
80013,北京市,女,有相关经验,非全日制,本科,艺术学,8,50-99,融资创业公司,1,118,否
72844,湖北省,,有相关经验,无,专科,工程学,12,50-99,早期创业公司,从未,109,否
85188,西藏自治区,男,有相关经验,全日制,本科,哲学,6,10-49,其他,1,99,否
43836,西藏自治区,,有相关经验,无,本科,文学,8,50-99,公共部门,1,57,否
43183,北京市,男,有相关经验,全日制,本科,历史学,1,10-49,融资创业公司,2,40,否
5019,上海市,男,有相关经验,全日制,本科,管理学,19,<10,非政府组织,2,25,否
43740,新疆维吾尔自治区,男,有相关经验,全日制,硕士,文学,7,50-99,非政府组织,1,116,否
11368,云南省,,有相关经验,无,本科,艺术学,8,100-500,融资创业公司,1,128,否
45531,北京市,,有相关经验,全日制,专科,艺术学,11,50-99,早期创业公司,从未,117,否
32430,香港特别行政区,,有相关经验,全日制,专科,教育学,12,10-49,其他,从未,155,否
